Jenis Kelamin,Umur_Group,Wilayah,Tanggapan_Final,Dimensi_Utama,Sub_Dimensi,Sentimen
Perempuan,12-14 tahun,Aceh Tamiang,gel bersihin lumpur,2. Kesehatan,5.2.2 Menjaga lingkungan,Netral
Perempuan,12-14 tahun,Aceh Tamiang,gel tidur anjanganjangan alas kayu,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Tamiang,sedih suasana ubah,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,12-14 tahun,Aceh Tamiang,takur ga selamat,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Tamiang,syukur,5. Pengetahuan Bencana,5.3.2 Rasa syukur,Positif
Perempuan,12-14 tahun,Aceh Tamiang,bosen,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Tamiang,sakit perut makan indomie kurang makan,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,12-14 tahun,Aceh Tamiang,sakit perut makan indomie kurang makan,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,12-14 tahun,Aceh Tamiang,sakit perut makan indomie kurang makan,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,12-14 tahun,Aceh Tamiang,sakit perut makan indomie kurang makan,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Perempuan,12-14 tahun,Aceh Tamiang,sakit perut lambung mie,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,12-14 tahun,Aceh Tamiang,sakit perut lambung mie,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,12-14 tahun,Aceh Tamiang,bersih lumpur,2. Kesehatan,1.2.2 Pelibatan pembersihan,Netral
Perempuan,12-14 tahun,Aceh Tamiang,bersih lumpur,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,12-14 tahun,Aceh Tamiang,bersih lumpur,2. Kesehatan,5.2.2 Menjaga lingkungan,Netral
Perempuan,12-14 tahun,Aceh Tamiang,bersih barang,4. Kesejahteraan Sosial,1.2.2 Pelibatan pembersihan,Netral
Perempuan,12-14 tahun,Aceh Tamiang,bersih barang,4. Kesejahteraan Sosial,5.2.2 Menjaga lingkungan,Netral
Perempuan,12-14 tahun,Aceh Tamiang,nyari makan luar desa,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,12-14 tahun,Aceh Tamiang,nyari makan luar desa,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,air cepat surut,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Tamiang,mama lelah bersih barang,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,mama lelah bersih barang,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,mama lelah bersih barang,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,bantu,5. Pengetahuan Bencana,4.3.1 Akses bantuan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,bantu,5. Pengetahuan Bencana,5.3.1 Solidaritas,Netral
Laki laki,12-14 tahun,Aceh Tamiang,doa allah aman,3. Perlindungan Anak,3.6.1 Ruang aman,Positif
Laki laki,12-14 tahun,Aceh Tamiang,banyak barang hilang,4. Kesejahteraan Sosial,Lainnya,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,pagar hanyut,Lainnya,4.1.1.2 Kerusakan rumah,Netral
Laki laki,12-14 tahun,Aceh Tamiang,banyak debu abu,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,banyak sampah,5. Pengetahuan Bencana,2.2.3 Paparan lingkungan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,banyak sampah,5. Pengetahuan Bencana,5.1.1 Sampah,Netral
Laki laki,12-14 tahun,Aceh Tamiang,banyak lumpur susah jalan,2. Kesehatan,2.2.3 Paparan lingkungan,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,banyak lumpur susah jalan,2. Kesehatan,6.2.1 Infrastruktur publik,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,ngeluh lingkung debu,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,moga aceh tamiang cepat pulih,6. Harapan Anak,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Tamiang,moga cepat bantu perintah,5. Pengetahuan Bencana,4.3.1 Akses bantuan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,moga cepat bantu perintah,5. Pengetahuan Bencana,5.3.1 Solidaritas,Netral
Laki laki,12-14 tahun,Aceh Tamiang,mie,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Tamiang,sarden,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Tamiang,roti,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Tamiang,sering angkat barang,4. Kesejahteraan Sosial,1.2.2 Pelibatan pembersihan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,pegal,2. Kesehatan,2.2.2 Kelelahan fisik,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,harap bantu perintah,5. Pengetahuan Bencana,4.3.1 Akses bantuan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,harap bantu perintah,5. Pengetahuan Bencana,5.3.1 Solidaritas,Netral
Laki laki,12-14 tahun,Aceh Tamiang,sedih liat orang tidak makan,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,sedih liat orang tidak makan,2. Kesehatan,3.3.4 Kesedihan empatik,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,sedih liat orang tidak makan,2. Kesehatan,4.3.2 Bantuan pangan,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,khawatir,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,syukur,5. Pengetahuan Bencana,5.3.2 Rasa syukur,Positif
Laki laki,12-14 tahun,Aceh Tamiang,muak,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Tamiang,lapar,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Laki laki,12-14 tahun,Aceh Tamiang,main lumpur,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,main bola,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Tamiang,kena kutu air,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Tamiang,jalan kampung,Lainnya,6.2.1 Infrastruktur publik,Netral
Laki laki,12-14 tahun,Aceh Tamiang,kota lintang cari bantu makan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,kota lintang cari bantu makan,2. Kesehatan,4.3.1 Akses bantuan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,kota lintang cari bantu makan,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Laki laki,12-14 tahun,Aceh Tamiang,kota lintang cari bantu makan,2. Kesehatan,5.3.1 Solidaritas,Netral
Perempuan,8-11 tahun,Aceh Utara,pusing sakit kepala,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,8-11 tahun,Aceh Utara,takut hilang ibu,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,8-11 tahun,Aceh Utara,takut hilang ibu,3. Perlindungan Anak,3.4.1 Kehilangan keluarga,Negatif
Perempuan,8-11 tahun,Aceh Utara,air naik rumah hancur,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,8-11 tahun,Aceh Utara,air naik rumah hancur,4. Kesejahteraan Sosial,5.2.1 Evakuasi,Netral
Perempuan,8-11 tahun,Aceh Utara,khawatir rumah rusak,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,8-11 tahun,Aceh Utara,khawatir rumah rusak,3. Perlindungan Anak,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,8-11 tahun,Aceh Utara,banjir,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Aceh Utara,pikir banjir datang,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Aceh Utara,takut air naik,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,8-11 tahun,Aceh Utara,takut air naik,3. Perlindungan Anak,5.2.1 Evakuasi,Negatif
Perempuan,8-11 tahun,Aceh Utara,susah tidur,Lainnya,Lainnya,Negatif
Perempuan,8-11 tahun,Aceh Utara,sering ingat jadi banjir,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Aceh Utara,lihat banyak rumah rusak,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,8-11 tahun,Aceh Utara,lihat banjir besar,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Aceh Utara,lihat orang menang,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Aceh Utara,sedih lihat kondisi,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,8-11 tahun,Aceh Utara,dengar kabar rumah hancur orang,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,8-11 tahun,Aceh Utara,dengar suara ramai,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Aceh Utara,minum air hujan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,8-11 tahun,Aceh Utara,susah air bersih,Lainnya,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,8-11 tahun,Aceh Utara,susah air bersih,Lainnya,5.2.2 Menjaga lingkungan,Negatif
Perempuan,8-11 tahun,Aceh Utara,makan ada,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,8-11 tahun,Aceh Utara,makan ada,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,8-11 tahun,Aceh Utara,enak makan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,8-11 tahun,Aceh Utara,enak makan,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,8-11 tahun,Aceh Utara,badan lemas,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Aceh Utara,badan gemetar,Lainnya,Lainnya,Netral
Perempuan,8-11 tahun,Aceh Utara,rasa nyaman,3. Perlindungan Anak,3.6.1 Ruang aman,Positif
Perempuan,8-11 tahun,Aceh Utara,bingung mau tinggal,6. Harapan Anak,Lainnya,Netral
Perempuan,8-11 tahun,Aceh Utara,ingin sekolah,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Perempuan,8-11 tahun,Aceh Utara,ingin sekolah,1. Pendidikan,6.1.1 Pemulihan pendidikan,Netral
Perempuan,8-11 tahun,Aceh Utara,sedih lihat temanteman,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,8-11 tahun,Aceh Utara,takut kalau bisa pulang ke rumah,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,8-11 tahun,Aceh Utara,takut kalau bisa pulang ke rumah,3. Perlindungan Anak,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,8-11 tahun,Aceh Utara,takut kalau bisa pulang ke rumah,3. Perlindungan Anak,6.2.2 Hunian keluarga,Negatif
Perempuan,8-11 tahun,Aceh Utara,rasa cemas,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,8-11 tahun,Aceh Utara,trauma,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,8-11 tahun,Aceh Utara,sakit perut,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,8-11 tahun,Aceh Utara,sakit perut,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,8-11 tahun,Aceh Utara,sakit perut panjang,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,8-11 tahun,Aceh Utara,sakit perut panjang,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Perempuan,8-11 tahun,Aceh Utara,lapar,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,8-11 tahun,Aceh Utara,nafsu makan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,8-11 tahun,Aceh Utara,nafsu makan,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,8-11 tahun,Aceh Utara,sakit pinggang,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,8-11 tahun,Aceh Utara,bantu sih rumah,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,8-11 tahun,Aceh Utara,bantu sih rumah,4. Kesejahteraan Sosial,4.3.1 Akses bantuan,Netral
Perempuan,8-11 tahun,Aceh Utara,bantu sih rumah,4. Kesejahteraan Sosial,5.3.1 Solidaritas,Netral
Perempuan,8-11 tahun,Aceh Utara,ambil barang sekolah,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Perempuan,8-11 tahun,Aceh Utara,bantu keluarga,3. Perlindungan Anak,3.4.1 Kehilangan keluarga,Netral
Perempuan,8-11 tahun,Aceh Utara,bantu keluarga,3. Perlindungan Anak,4.3.1 Akses bantuan,Netral
Perempuan,8-11 tahun,Aceh Utara,bantu keluarga,3. Perlindungan Anak,5.3.1 Solidaritas,Netral
Perempuan,8-11 tahun,Aceh Utara,bersih rumah nenek,4. Kesejahteraan Sosial,1.2.2 Pelibatan pembersihan,Netral
Perempuan,8-11 tahun,Aceh Utara,bersih rumah nenek,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,8-11 tahun,Aceh Utara,bersih rumah nenek,4. Kesejahteraan Sosial,5.2.2 Menjaga lingkungan,Netral
Perempuan,8-11 tahun,Aceh Utara,pergi rumah saudara,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,8-11 tahun,Aceh Utara,bantu sih rumah,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Perempuan,8-11 tahun,Aceh Utara,bantu sih rumah,4. Kesejahteraan Sosial,4.3.1 Akses bantuan,Netral
Perempuan,8-11 tahun,Aceh Utara,bantu sih rumah,4. Kesejahteraan Sosial,5.3.1 Solidaritas,Netral
Perempuan,8-11 tahun,Aceh Utara,jalan jauh,Lainnya,6.2.1 Infrastruktur publik,Netral
Laki laki,8-11 tahun,Aceh Utara,pikir mau tinggal,6. Harapan Anak,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,pusing abis sekolah ga buku,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Laki laki,8-11 tahun,Aceh Utara,pusing abis sekolah ga buku,1. Pendidikan,1.1.2 Kerusakan perlengkapan,Netral
Laki laki,8-11 tahun,Aceh Utara,hilang baju,Lainnya,6.1.4.1 Kebutuhan sandang,Negatif
Laki laki,8-11 tahun,Aceh Utara,rumah geser,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Laki laki,8-11 tahun,Aceh Utara,rumah hancur,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Laki laki,8-11 tahun,Aceh Utara,banyak pohon tumbang jalan,5. Pengetahuan Bencana,5.1.2 Penebangan pohon,Netral
Laki laki,8-11 tahun,Aceh Utara,banyak pohon tumbang jalan,5. Pengetahuan Bencana,6.2.1 Infrastruktur publik,Netral
Laki laki,8-11 tahun,Aceh Utara,sekolah retak,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Laki laki,8-11 tahun,Aceh Utara,banyak hilang,Lainnya,Lainnya,Negatif
Laki laki,8-11 tahun,Aceh Utara,dapur rumah hilang,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Negatif
Laki laki,8-11 tahun,Aceh Utara,orang nang,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,suara lembu,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,dimarahin orang tua,Lainnya,4.2.1 Perubahan pola asuh,Netral
Laki laki,8-11 tahun,Aceh Utara,orang minta bantu,5. Pengetahuan Bencana,4.3.1 Akses bantuan,Netral
Laki laki,8-11 tahun,Aceh Utara,orang minta bantu,5. Pengetahuan Bencana,5.3.1 Solidaritas,Netral
Laki laki,8-11 tahun,Aceh Utara,orang minta,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,kabar naik air,Lainnya,5.2.1 Evakuasi,Netral
Laki laki,8-11 tahun,Aceh Utara,minum air hujan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Laki laki,8-11 tahun,Aceh Utara,makan mie mentah,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Laki laki,8-11 tahun,Aceh Utara,makan mie mentah,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Laki laki,8-11 tahun,Aceh Utara,hambar,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,sakit,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,8-11 tahun,Aceh Utara,angkat baju,Lainnya,1.2.2 Pelibatan pembersihan,Netral
Laki laki,8-11 tahun,Aceh Utara,angkat baju,Lainnya,6.1.4.1 Kebutuhan sandang,Netral
Laki laki,8-11 tahun,Aceh Utara,degdegan banjir,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,doa,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,takut,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Laki laki,8-11 tahun,Aceh Utara,sedih,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Laki laki,8-11 tahun,Aceh Utara,trauma kalau hujan,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Laki laki,8-11 tahun,Aceh Utara,hampir muntah,Lainnya,2.2.5 Penyakit pencernaan,Netral
Laki laki,8-11 tahun,Aceh Utara,sakit perut,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Laki laki,8-11 tahun,Aceh Utara,sakit perut,2. Kesehatan,2.2.5 Penyakit pencernaan,Negatif
Laki laki,8-11 tahun,Aceh Utara,paksa makan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Laki laki,8-11 tahun,Aceh Utara,paksa makan,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Laki laki,8-11 tahun,Aceh Utara,lapar,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Laki laki,8-11 tahun,Aceh Utara,cari barang,4. Kesejahteraan Sosial,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,bersihin rumah,4. Kesejahteraan Sosial,1.2.2 Pelibatan pembersihan,Netral
Laki laki,8-11 tahun,Aceh Utara,bersihin rumah,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Laki laki,8-11 tahun,Aceh Utara,bersihin rumah,4. Kesejahteraan Sosial,5.2.2 Menjaga lingkungan,Netral
Laki laki,8-11 tahun,Aceh Utara,jagain adik,Lainnya,3.4.1 Kehilangan keluarga,Netral
Laki laki,8-11 tahun,Aceh Utara,bersihin baju kotor,2. Kesehatan,1.2.2 Pelibatan pembersihan,Netral
Laki laki,8-11 tahun,Aceh Utara,bersihin baju kotor,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Laki laki,8-11 tahun,Aceh Utara,bersihin baju kotor,2. Kesehatan,5.2.2 Menjaga lingkungan,Netral
Laki laki,8-11 tahun,Aceh Utara,bersihin baju kotor,2. Kesehatan,6.1.4.1 Kebutuhan sandang,Netral
Laki laki,8-11 tahun,Aceh Utara,bersihin sepatu,Lainnya,1.2.2 Pelibatan pembersihan,Netral
Laki laki,8-11 tahun,Aceh Utara,bersihin sepatu,Lainnya,5.2.2 Menjaga lingkungan,Netral
Laki laki,8-11 tahun,Aceh Utara,bersihin sepatu,Lainnya,6.1.4.1 Kebutuhan sandang,Netral
Laki laki,8-11 tahun,Aceh Utara,cari alat olahraga,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,cari barang sekolah,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Laki laki,8-11 tahun,Aceh Utara,jalanjalan,Lainnya,6.2.1 Infrastruktur publik,Netral
Laki laki,8-11 tahun,Aceh Utara,main bola,Lainnya,Lainnya,Netral
Laki laki,8-11 tahun,Aceh Utara,jalan kaki jalan raya,Lainnya,6.2.1 Infrastruktur publik,Netral
Laki laki,8-11 tahun,Aceh Utara,sakit kaki,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,12-14 tahun,Aceh Utara,suasana rem,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,banjir luar duga,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,sangka air besar,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,lingkung ubah,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,banyak aktivitas ganggu,Lainnya,1.1.2 Kerusakan perlengkapan,Netral
Perempuan,12-14 tahun,Aceh Utara,ada air bersih,Lainnya,1.2.2 Pelibatan pembersihan,Netral
Perempuan,12-14 tahun,Aceh Utara,ada air bersih,Lainnya,5.2.2 Menjaga lingkungan,Netral
Perempuan,12-14 tahun,Aceh Utara,ada kamar mandi,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,banjir tinggi,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,rumah rusak,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Negatif
Perempuan,12-14 tahun,Aceh Utara,jalan kotor,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Perempuan,12-14 tahun,Aceh Utara,jalan kotor,2. Kesehatan,6.2.1 Infrastruktur publik,Netral
Perempuan,12-14 tahun,Aceh Utara,dengar ria minta,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,dengar cerita banjir,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,dengar teman pindah banjir,3. Perlindungan Anak,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,lapar,2. Kesehatan,2.2.7 Keterbatasan makanan,Negatif
Perempuan,12-14 tahun,Aceh Utara,selera makan,2. Kesehatan,2.2.7 Keterbatasan makanan,Netral
Perempuan,12-14 tahun,Aceh Utara,selera makan,2. Kesehatan,4.3.2 Bantuan pangan,Netral
Perempuan,12-14 tahun,Aceh Utara,sakit,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,12-14 tahun,Aceh Utara,angkat kayu bakar,Lainnya,1.2.2 Pelibatan pembersihan,Netral
Perempuan,12-14 tahun,Aceh Utara,takut pernah lihat banjir besar,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,12-14 tahun,Aceh Utara,takut lihat banjir,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,12-14 tahun,Aceh Utara,sedih pernah alami belum,3. Perlindungan Anak,3.3.4 Kesedihan empatik,Negatif
Perempuan,12-14 tahun,Aceh Utara,gelisah waktu hujan,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,takut banjir,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Perempuan,12-14 tahun,Aceh Utara,bosan syukur,5. Pengetahuan Bencana,5.3.2 Rasa syukur,Positif
Perempuan,12-14 tahun,Aceh Utara,bersihbersih,Lainnya,1.2.2 Pelibatan pembersihan,Netral
Perempuan,12-14 tahun,Aceh Utara,bersihbersih,Lainnya,5.2.2 Menjaga lingkungan,Netral
Perempuan,12-14 tahun,Aceh Utara,cuci baju,Lainnya,1.2.2 Pelibatan pembersihan,Netral
Perempuan,12-14 tahun,Aceh Utara,cuci baju,Lainnya,6.1.4.1 Kebutuhan sandang,Netral
Perempuan,12-14 tahun,Aceh Utara,cepat bersih,Lainnya,1.2.2 Pelibatan pembersihan,Netral
Perempuan,12-14 tahun,Aceh Utara,cepat bersih,Lainnya,5.2.2 Menjaga lingkungan,Netral
Perempuan,12-14 tahun,Aceh Utara,sakit bersihbersih,2. Kesehatan,1.2.2 Pelibatan pembersihan,Negatif
Perempuan,12-14 tahun,Aceh Utara,sakit bersihbersih,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,12-14 tahun,Aceh Utara,sakit bersihbersih,2. Kesehatan,5.2.2 Menjaga lingkungan,Negatif
Perempuan,12-14 tahun,Aceh Utara,jalan jauh,Lainnya,6.2.1 Infrastruktur publik,Netral
Perempuan,12-14 tahun,Aceh Utara,ada kendara,Lainnya,Lainnya,Netral
Perempuan,12-14 tahun,Aceh Utara,kaki sakit,2. Kesehatan,2.2.6 Penyakit lainnya,Negatif
Perempuan,12-14 tahun,Aceh Utara,ada sendal,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,hewan ternak habis,4. Kesejahteraan Sosial,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,mikir orangtua mati bawa arus banjir,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,sandal hilang,Lainnya,Lainnya,Negatif
Laki laki,12-14 tahun,Aceh Utara,ga rumah bawa arus air,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Laki laki,12-14 tahun,Aceh Utara,takut mati hanyut,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Laki laki,12-14 tahun,Aceh Utara,takut mati hanyut,3. Perlindungan Anak,4.1.1.2 Kerusakan rumah,Negatif
Laki laki,12-14 tahun,Aceh Utara,takut ilang mobil,3. Perlindungan Anak,3.3.1 Kehilangan rasa aman,Negatif
Laki laki,12-14 tahun,Aceh Utara,ga sekolah,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Laki laki,12-14 tahun,Aceh Utara,ga baju buku sekolah,1. Pendidikan,1.1.3 Perubahan aktivitas pembelajaran,Netral
Laki laki,12-14 tahun,Aceh Utara,ga baju buku sekolah,1. Pendidikan,1.1.2 Kerusakan perlengkapan,Netral
Laki laki,12-14 tahun,Aceh Utara,ga baju buku sekolah,1. Pendidikan,6.1.4.1 Kebutuhan sandang,Netral
Laki laki,12-14 tahun,Aceh Utara,banyak kotor manusia bawa arus,2. Kesehatan,2.2.3 Paparan lingkungan,Netral
Laki laki,12-14 tahun,Aceh Utara,banyak bangkai hewan ternak pinggir sungai,4. Kesejahteraan Sosial,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,motor mobil tenggelam,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,sapi hanyut,Lainnya,4.1.1.2 Kerusakan rumah,Netral
Laki laki,12-14 tahun,Aceh Utara,orang kencing luar masjid,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,rumah hanyut orang nang,4. Kesejahteraan Sosial,4.1.1.2 Kerusakan rumah,Netral
Laki laki,12-14 tahun,Aceh Utara,ga wc,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,banyak mayat,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,situasi kampung beranta rebut,Lainnya,Lainnya,Netral
Laki laki,12-14 tahun,Aceh Utara,orang tua nang,Lainnya,4.2.1 Perubahan pola asuh,Netral
Laki laki,12-14 tahun,Aceh Utara,orang hanyut ga mati minta hanyut,Lainnya,4.1.1.2 Kerusakan rumah,Netral
