Jenis Kelamin,Umur_Group,Wilayah,Tanggapan,Tanggapan_Final,Dimensi,Sentimen
Perempuan,15-17 tahun,Tapteng,sedih trauma setiap malam saya berdoa agar bencana ini tidak berulang lagi,sedih trauma malam doa bencana tidak ulang,3. Perlindungan Anak,Negatif
Perempuan,15-17 tahun,Tapteng,hancur sakit sedih rapuh ingin menyampaikan pada siapapun yang saat itu siap namun tak ada yang siap gelisah yang terasa menghantui dan terus mengikuti,hancur sakit sedih rapuh sampai siapa saat siap tak siap gelisah yang asa hantu terus ikut,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,hancur sakit sedih rapuh ingin menyampaikan pada siapapun yang saat itu siap namun tak ada yang siap gelisah yang terasa menghantui dan terus mengikuti,hancur sakit sedih rapuh sampai siapa saat siap tak siap gelisah yang asa hantu terus ikut,3. Perlindungan Anak,Negatif
Perempuan,15-17 tahun,Tapteng,perut saya jadi kelaparan dan pinggang saya kerasa sakit akibat memebrsihkan rumah,perut jadi lapar pinggang rasa sakit akibat memebrsihkan rumah,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,perut saya jadi kelaparan dan pinggang saya kerasa sakit akibat memebrsihkan rumah,perut jadi lapar pinggang rasa sakit akibat memebrsihkan rumah,4. Kesejahteraan Sosial,Negatif
Perempuan,15-17 tahun,Tapteng,pada saat setelah banjir sempat mengalami diare tetapi sekarang sudah tidak merasakannya lagi,saat banjir sempat alami diare sekarang tidak rasa,Lainnya,Netral
Perempuan,15-17 tahun,Tapteng,setelah banjir bandang terjadi perut saya terasa sakit karena makanan yang sangat memperhantikan dan pinggang saya sakit karena membersihkan rumah,banjir bandang jadi perut asa sakit makan sangat memperhantikan pinggang sakit bersih rumah,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,setelah banjir bandang terjadi perut saya terasa sakit karena makanan yang sangat memperhantikan dan pinggang saya sakit karena membersihkan rumah,banjir bandang jadi perut asa sakit makan sangat memperhantikan pinggang sakit bersih rumah,4. Kesejahteraan Sosial,Negatif
Perempuan,15-17 tahun,Tapteng,saya tidak merasakan apaapa didalam perut saya,tidak rasa apaapa dalam perut,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,kelaparan,lapar,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,pinggang terasa sakit dan kram perut yang dipaksa menerima apapun yang ada beras basah yang dimasakan dengan alat seadanya merasakan lapar yang ditahan karena keadaan memaksa durian tak berasa pun tetap disantap dan kerak nasi dari periuk yang tetap di makan dengan tangan gemetar,pinggang asa sakit kram perut paksa terima apa ada beras basah masa alat ada rasa lapar tahan ada paksa durian tak asa tetap santap kerak nasi periuk tetap makan tangan gemetar,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,semenjak saya memakan indomie perut saya menjadi sakit minggu yang lalu saya pergi berobat ke rumah sakit dan sekarang saya sudah sembuh,semenjak makan indomie perut jadi sakit minggu lalu pergi obat rumah sakit sekarang sudah sembuh,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,semenjak saya memakan indomie perut saya menjadi sakit minggu yang lalu saya pergi berobat ke rumah sakit dan sekarang saya sudah sembuh,semenjak makan indomie perut jadi sakit minggu lalu pergi obat rumah sakit sekarang sudah sembuh,4. Kesejahteraan Sosial,Negatif
Perempuan,15-17 tahun,Tapteng,waktu bencana perut sakit semua dimakan apa yang ada durian indomie rambutan manggis satu harian mau tidak masuk nasi dan sampai sekarang asam lambung sering terjadi,waktu bencana perut sakit semua makan apa ada durian indomie rambutan manggis satu hari mau masuk nasi sampai sekarang asam lambung sering jadi,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,waktu bencana perut sakit semua dimakan apa yang ada durian indomie rambutan manggis satu harian mau tidak masuk nasi dan sampai sekarang asam lambung sering terjadi,waktu bencana perut sakit semua makan apa ada durian indomie rambutan manggis satu hari mau masuk nasi sampai sekarang asam lambung sering jadi,6. Harapan Anak,Negatif
Perempuan,15-17 tahun,Tapteng,saya merasa perut saya sering sakit dan badan saya kurang enak,rasa perut sering sakit badan kurang enak,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,saya merasa kelaparan dan sakit perut,rasa lapar sakit perut,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,pinggang saya sakit dan perut saya kembung,pinggang sakit perut kembung,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,saya tidak merasakan apaapa di bagian pinggang dan perut,tidak rasa apaapa bagi pinggang perut,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,yang saya lakukan karena air lagi susah saya selalu mengangkat air untuk air minum dan saya juga sering menulis dengan tangan dan mengerjakan pekerjaan lama seperti bersihbersih,laku air susah saya selalu angkat air air minum saya sering tulis tangan kerja kerja lama bersihbersih,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,sering mengambil ar dirumah tetangga menyuci baju yang terkena lumpur menulis materi pembelajaran,sering ambil ar rumah tetangga suci baju kena lumpur tulis materi ajar,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,sering mengambil ar dirumah tetangga menyuci baju yang terkena lumpur menulis materi pembelajaran,sering ambil ar rumah tetangga suci baju kena lumpur tulis materi ajar,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,membersihkan lumpurkotoran bekas bencana kemarin selama hari,bersih lumpurkotoran bekas bencana kemarin lama hari,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,tangan saya merasa pegal akibat menulis menggunakan paha bukan meja dan saya sekarang lebih sering membersihkan rumah karena rumah terkena banjir dan lumpur,tangan rasa pegal akibat tulis guna paha bukan meja saya sekarang lebih sering bersih rumah rumah kena banjir lumpur,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,tangan saya merasa pegal akibat menulis menggunakan paha bukan meja dan saya sekarang lebih sering membersihkan rumah karena rumah terkena banjir dan lumpur,tangan rasa pegal akibat tulis guna paha bukan meja saya sekarang lebih sering bersih rumah rumah kena banjir lumpur,4. Kesejahteraan Sosial,Negatif
Perempuan,15-17 tahun,Tapteng,membersihkan lumpur di sekolah dan menimbah air sumur,bersih lumpur sekolah menimbah air sumur,1. Pendidikan,Netral
Perempuan,15-17 tahun,Tapteng,membersihkan lumpur di sekolah dan menimbah air sumur,bersih lumpur sekolah menimbah air sumur,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,saya menggunakan tangan saya untuk mencangkul tanah bekas bencana membersihkan lumpur di rumah,guna tangan untuk cangkul tanah bekas bencana bersih lumpur rumah,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,saya menggunakan tangan saya untuk mencangkul tanah bekas bencana membersihkan lumpur di rumah,guna tangan untuk cangkul tanah bekas bencana bersih lumpur rumah,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,menggunakan peralatanperalatan untuk bersihkan lumpur,guna peralatanperalatan sih lumpur,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,kalau sekarang yang tangan jadi sering untuk membantu mamak mencuci dan membereskan rumah tapi tentunya tidak paksaan,kalau sekarang tangan jadi sering bantu mamak cuci beres rumah tentu paksa,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,kalau sekarang yang tangan jadi sering untuk membantu mamak mencuci dan membereskan rumah tapi tentunya tidak paksaan,kalau sekarang tangan jadi sering bantu mamak cuci beres rumah tentu paksa,5. Pengetahuan Bencana,Netral
Perempuan,15-17 tahun,Tapteng,membersihkan lumpur dan mengangkat kayu yang terbawa arus banjir,bersih lumpur angkat kayu bawa arus banjir,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,yang tangan saya pegang setelah banjir adalah lumpur becek karena membersihkan rumah,tangan pegang banjir lumpur becek bersih rumah,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,yang tangan saya pegang setelah banjir adalah lumpur becek karena membersihkan rumah,tangan pegang banjir lumpur becek bersih rumah,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar karena lelah dan kelamaan diair saat banjir harus mengangjkat kayukayu dan membersihkan lumpur yang melebihi lantai dirumah selalu menyentuh sampah dan ranting kayu yang berserakan di dapur kamar mandi dan halaman,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar karena lelah dan kelamaan diair saat banjir harus mengangjkat kayukayu dan membersihkan lumpur yang melebihi lantai dirumah selalu menyentuh sampah dan ranting kayu yang berserakan di dapur kamar mandi dan halaman,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,3. Perlindungan Anak,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar karena lelah dan kelamaan diair saat banjir harus mengangjkat kayukayu dan membersihkan lumpur yang melebihi lantai dirumah selalu menyentuh sampah dan ranting kayu yang berserakan di dapur kamar mandi dan halaman,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,tangan gemetar karena lelah dan kelamaan diair saat banjir harus mengangjkat kayukayu dan membersihkan lumpur yang melebihi lantai dirumah selalu menyentuh sampah dan ranting kayu yang berserakan di dapur kamar mandi dan halaman,tangan gemetar lelah lama air banjir mengangjkat kayukayu bersih lumpur lebih lantai rumah selalu sentuh sampah ranting kayu sera dapur kamar mandi halaman,5. Pengetahuan Bencana,Netral
Perempuan,15-17 tahun,Tapteng,saya menggunakan tangan saya pada bencana kemarin untuk membersihkan lumpurlumpur yang di dalam dan di sekitar rumah saya,guna tangan pada bencana kemarin bersih lumpurlumpur dan di sekitar rumah,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,saya menggunakan tangan saya pada bencana kemarin untuk membersihkan lumpurlumpur yang di dalam dan di sekitar rumah saya,guna tangan pada bencana kemarin bersih lumpurlumpur dan di sekitar rumah,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,kegiatan tangan yang sering di lakukan adalah membersihkan dari diri sendiri tanpa ada paksaan,giat tangan sering laku bersih diri sendiri ada paksa,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,aktivitas yang di lakukan setelah adanya banjir yaitu membeli kebutuhan di pasar mengambil air di dekat gunung mengambil minyak di pom bensin,aktivitas laku ada banjir beli butuh pasar ambil air dekat gunung ambil minyak di pom bensin,Lainnya,Netral
Perempuan,15-17 tahun,Tapteng,jalan kaki dari aek horsik ke pandan untuk mencari beras dan membersihkan rumah sampai kaki kenak kaca dan kenak paku karena benda tajam tertutup lumpur,jalan kaki aek horsik pandan cari beras bersih rumah kaki nak kaca nak paku benda tajam tutup lumpur,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,jalan kaki dari aek horsik ke pandan untuk mencari beras dan membersihkan rumah sampai kaki kenak kaca dan kenak paku karena benda tajam tertutup lumpur,jalan kaki aek horsik pandan cari beras bersih rumah kaki nak kaca nak paku benda tajam tutup lumpur,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,kaki saya capek dan letih karena menunggu antrian pembagian beras bulog di gudang tempatnya di pondok batu,kaki capek letih tunggu antri bagi beras bulog gudang tempat pondok batu,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,kaki saya terasa sakit semenjak jalan akses tertutup mulai dari rumah kami rela berjalan kaki sampai ke pandan demi mengambil beras,kaki asa sakit semenjak jalan akses tutup mulai rumah rela jalan kaki ke pandan ambil beras,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,kaki saya terasa sakit semenjak jalan akses tertutup mulai dari rumah kami rela berjalan kaki sampai ke pandan demi mengambil beras,kaki asa sakit semenjak jalan akses tutup mulai rumah rela jalan kaki ke pandan ambil beras,4. Kesejahteraan Sosial,Negatif
Perempuan,15-17 tahun,Tapteng,kaki saya terasa capek karena mengantri beras bulog di pondok batu,kaki asa capek antri beras bulog pondok batu,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,pergi ke rumah nenek untuk mengungsi pada saat banjir,pergi rumah nenek ungsi saat banjir,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,kaki saya kerasa capek karena memndahkan barangbarang supaya tidak terkenak banjir dan kaki saya capek karena nunggu bensin yang susah dicari atau di dapatkan,kaki rasa capek memndahkan barangbarang tidak nak banjir kaki capek nunggu bensin susah cari di dapat,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,kaki saya kerasa capek karena memndahkan barangbarang supaya tidak terkenak banjir dan kaki saya capek karena nunggu bensin yang susah dicari atau di dapatkan,kaki rasa capek memndahkan barangbarang tidak nak banjir kaki capek nunggu bensin susah cari di dapat,4. Kesejahteraan Sosial,Negatif
Perempuan,15-17 tahun,Tapteng,tidak merasakan capek karna cuman jalan,rasa capek karna cuman jalan,2. Kesehatan,Negatif
Perempuan,15-17 tahun,Tapteng,melangkahkan kaki ke sarudik menumpang mobil orang lain agar sampai lebih cepat demi sedikit beras untuk melanjutkan hidup saat itu ke kebun mengikuti tetangga dan menemani untuk melihat durian agar ada makanan,langkah kaki sarudik tumpang mobil orang lebih cepat sedikit beras lanjut hidup itu kebun ikut tetangga tani lihat durian agar ada makan,2. Kesehatan,Netral
Perempuan,15-17 tahun,Tapteng,kesekolah untuk belajar membawa air ke rumah setelah diambil,seko ajar bawa air rumah ambil,4. Kesejahteraan Sosial,Netral
Perempuan,15-17 tahun,Tapteng,setelah banjir saya harus berjalan kaki untuk mencari jaringan untuk menghubungi keluarga dan saya harus berjalan kaki ke sibolga untuk mengambil beras karena harga beras yang sangat mahal,banjir jalan kaki cari jaring hubung keluarga saya harus jalan kaki sibolga ambil beras harga beras sangat mahal,3. Perlindungan Anak,Netral
Perempuan,15-17 tahun,Tapteng,saya pergi ke sekolah untuk belajar dan juga saya sering pergi mengangkat air untuk tujuan mendapatkan air bersih,pergi sekolah ajar juga sering pergi angkat air tuju dapat air bersih,1. Pendidikan,Netral
Perempuan,15-17 tahun,Tapteng,saya melakukan kativitas mengelilingi keadaan sekitar dan melihatlihat,laku kativitas keliling ada dan melihatlihat,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,cara memulai dari nol,cara mulai nol,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,takut kejadiannya terulang lagi,takut jadi ulang,3. Perlindungan Anak,Negatif
Laki laki,15-17 tahun,Tapteng,rumah yang hancur sampai sekarang masih terpikirkan,rumah hancur sekarang pikir,4. Kesejahteraan Sosial,Netral
Laki laki,15-17 tahun,Tapteng,yang saya pikirkan saat masa bencana tahun lalu yaitu gimana keadaan rumah kami di kampung entah masih layak ditempati atau tidak karena informasi dari pemerintah bahwa kampung kami dalam zona merah dan gimana perekonomian kedepannya,saya pikir masa bencana tahun lalu gimana ada rumah di kampung entah layak tempat tidak informasi perintah kampung dalam zona merah gimana ekonomi depan,4. Kesejahteraan Sosial,Netral
Laki laki,15-17 tahun,Tapteng,dulu waktu banjir air masih mudah didapatkan tetapi sekarang sulit,dulu waktu banjir air mudah dapat sekarang sulit,Lainnya,Netral
Laki laki,15-17 tahun,Tapteng,pekerjaan orangtua makin sulit didapatkan dan susah,kerja orangtua makin sulit dapat susah,Lainnya,Negatif
Laki laki,15-17 tahun,Tapteng,ekonomi susah,ekonomi susah,Lainnya,Negatif
Laki laki,15-17 tahun,Tapteng,yang dulunya sepulang sekolah atau kegiatan lain pulangnya itu ke rumah tetapi setelah bencana ini kami pulangnya ke kontrakan dan yang dulunya kami tidak kesulitan dapat air bersih sekarang kami kesulitan dapat atau kekurangan air bersih,pulang sekolah giat pulang rumah telah bencana pulang ke kontra yang dulunya kami sulit air bersih sekarang kami sulit atau kurang air bersih,1. Pendidikan,Netral
Laki laki,15-17 tahun,Tapteng,yang dulunya sepulang sekolah atau kegiatan lain pulangnya itu ke rumah tetapi setelah bencana ini kami pulangnya ke kontrakan dan yang dulunya kami tidak kesulitan dapat air bersih sekarang kami kesulitan dapat atau kekurangan air bersih,pulang sekolah giat pulang rumah telah bencana pulang ke kontra yang dulunya kami sulit air bersih sekarang kami sulit atau kurang air bersih,4. Kesejahteraan Sosial,Netral
